english,transcription,russian,mnemonic_list
adhesion,[əd'hiːʒən],связь,"['слипание произошло в АДыгейской ХИЖИНе', 'Мне лично нравится больше когда говорят по-русски о любовной связи,типа: У них там ля-ля фа-фа началось. А по-английски это звучит как будто увидел что-то очень противное ЭЭ!ФЭЭЭ!!!', 'КОНтакты ДЖЕК ШНуром соединил и связь восстановилась', 'Обратная связь необходима Филологу Для получения степени БАКалавра', 'ЛИНейный Канал обеспечивает связь', 'ЛИНейный Канал связи в прямой видимости самый надежный']"
holy,['həulɪ],священник,"['в ХОЛЛЕ стоял священник', 'ПАркинСоН исповедался священнику.', 'к умирающему ПРИСТавили священника']"
holy,['həulɪ],священный,['ХОЛодный священный камень']
bend,[bend],сгибать,"['БЕНДеру пришлось сгибаться, чтобы пройти.', '""не сгибай газеты и журналы, когда упаковываешь их в БАНДероль, иначе их получат мятыми"", - учат на почте новенькую', 'у него реФЛЕКС гнуть,сгибать пальцы после свистка']"
bend,[bend],сгибаться,"['БЕНДер согнулся понюхать границу (boundary)', 'БОрец поклонился']"
amenable,[ə'miːnəbl],сговорчивый,"['АМЕН, АМЕН ! податливые, сговорчивые прихожане на любое решение высшего духовенства реагировали только одобрением. Когда же выяснилось, что решения духовества были несправедливыми, они все стали ответственны и подсудны за все свои ошибки.']"
lease,[liːs],сдавать,['ЛИЗать сданную в аренду ЛИЗу']
cave,in,сдаваться,"['отступили и сдали КИЕВ ИНостранцам', 'ДАЛ В нос противник тут же сдался', 'Сдаться ГИВи ОПолченцам не смог']"
squeeze,[skwiːz],сдавливание,['С ВИЗгом сжался воздушный шарик']
summon,['sʌmən],сдаться,"['в САвАН одетых уродцев вызывали с кладбища ночью', 'вСЯ аРЕНДа сдается в магазине', 'СЭР АНДРЕй решил капитулировать перед трудностями']"
remove,[rɪ'muːv],сдвигать,['при РЕМОнте Всю мебель сдвигают']
budge,[bʌʤ],сдвинуть,"['бухой БАрД был на столько Жирным, что его не могла сдвинуть с места даже толпа стражников']"
afford,[ə'fɔːd],сделать,"['А ФОРД позволить я себе не могу!', 'Он сделал мне одолжение, когда смастерил ДУдку для моего ФАВОРита', 'ДОН ТО не сделать маленьким и спокойным', 'Верка Сердючка сделала риМЕЙК на песню Аллы Пугачёвой «Айсберг», да ещё и клип сняла. Только представьте: Верка с айсбергом! А вы способны совершить подобное?', 'МАЙКл! Что ты сделал с нашей собакой? (чау-чау). – Я её побрил, - ответил он. Было очень жарко.', 'Очень часто на вещах ты видишь made in China(сделано в Китае). Вот make (МЭЙК) - тоже самое что и made,только в неопределенном времени делать, сделать.', 'Сделал правильный выбор МАЯКовский, когда вместо спРАЙТА выпил ЧАЙ С лимоном']"
bargain,['bɑːgɪn],сделка,"['сделку сорвала БОГИНя', 'Если человек - БАРЫГА,\nЛюбит в сделках он обман.\nОбещает лишь для вида,\nГлавное - набить карман.', 'БАРыГа обманул меня во время сделки', 'никогда не торгуйтесь с БАРыГами', 'Он заключил сделку в ДИЛерами Форда.', 'я слеДИЛ, чтобы сделка не сорвалась', 'сДЕЛка', 'Сделки заключают ДИЛеры']"
temper,['tempə],сдержанность,['сдерживай ТЕМПЕрамент']
discreet,[dɪ'skriːt],сдержанный,"['он себя ДЕСКРедИТоровал и стал скромным', 'ЛАКЕЙ всегда спокойный и негромкий', 'МОДель ЕСТ скромно и сдержанно']"
